Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,N_Src_Pixels_C2,N_Sky_Pixels_C2,N_Src_Pixels_C3,N_Sky_Pixels_C3,N_Src_Pixels_C4,N_Sky_Pixels_C4,N_Src_Pixels_C5,N_Sky_Pixels_C5,N_Src_Pixels_C6,N_Sky_Pixels_C6
WASP_3i012_out.FIT,0,59739.72335,2459739.723,2459739.723,2459739.725,2459739.726,1.077867667,68.05570827,19.5182382,3.5,14.55453194,35.74701667,11.5908741,22.7803466,1.4,20,35,53,0.067778351,0.019545186,0.063498688,0.05035734,5.1309946,0.037650928,0.000298559,0.000260038,0.000310382,0.000296164,0.017609417,0.000280903,227.0182046,75.16281518,204.5822893,170.0320867,291.3778775,134.0352689,2370088.298,1994.871386,1247.652313,2087.157173,18.57545568,35.6612713,160640.6772,1630.311259,694.5735686,1312,45.83062946,4623,9.869507497,15.18297628,333.6253541,0.993037701,29873.1749,976.5827122,1790.331553,18.57885908,35.70707886,45435.76724,603.3544571,342,43.7651715,13.59264504,17.67580053,311.5320062,0.979210182,2199.665021,1943.016839,1615.949605,18.56665164,35.73314873,141511.6902,681.3879668,1372,46.10386788,8.203316134,13.80143378,317.5630062,0.994672198,29508.09994,1875.817666,1809.221897,18.56751486,35.70349979,113629.2734,661.5271861,781,47.10715053,15.43078757,17.31081097,270.3364213,0.882447453,11207.912,1057.007123,1155.40659,18.5778111,35.80460972,1983513.451,1518.871764,12677,46.70174682,11.55702266,15.0828015,327.2885825,0.969584006,4221047.679,1126.166833,973.1762036,18.57692697,35.83256381,85998.11594,637.6488317,561,44.91764963,10.89196567,16.71028368,324.3119172,0.980619927,6881.792016,1630.311259,4548,1630.311259,4602,1630.311259,4657,1630.311259,4637,1630.311259,4578
WASP_3i013_out.FIT,0,59739.72343,2459739.723,2459739.723,2459739.726,2459739.726,1.077907093,68.05049091,19.5182382,3.5,14.55592611,35.74784722,11.73903974,21.51975604,1.4,20,35,53,0.066601649,0.016692604,0.061231386,0.04965236,5.408555764,0.035862392,0.00029127,0.000248134,0.000301412,0.000287376,0.018769563,0.00027143,228.6598441,67.27243279,203.148224,172.77858,288.1556532,132.1241321,2330332.306,1942.628727,1247.3508,2086.782037,18.57546703,35.66136734,155203.9734,1454.871244,666.3094961,1253,48.45609982,4328,9.215540607,14.63466691,346.4977744,0.997074807,31845.18738,975.9188055,1789.940388,18.57887563,35.70722229,38260.64455,567.8957252,296,46.77707151,12.550218,15.18831352,353.3895658,0.979759679,1895.197876,1942.715737,1615.69736,18.56665615,35.73316956,134456.5186,652.3115765,1481,49.65127021,9.716163278,13.08698058,330.5236946,0.992335695,32619.61404,1875.56015,1808.709165,18.56751964,35.70356006,110233.1628,631.4478521,760,48.85424732,14.60643302,17.05310747,88.4271607,0.84321487,11621.61516,1056.878488,1155.087819,18.57781453,35.80471811,1966703.995,1502.8585,12719,50.59407745,12.3371813,15.04987938,330.823749,0.977403638,4564975.374,1126.099622,972.8569536,18.57692754,35.83265555,80677.98468,607.0258357,562,48.38784833,12.00870223,15.98288345,314.6554395,0.968162958,6746.638567,1454.871244,4405,1454.871244,4330,1454.871244,4391,1454.871244,4390,1454.871244,4378
WASP_3i014_out.FIT,0,59739.72352,2459739.724,2459739.723,2459739.726,2459739.726,1.078054848,68.03095177,19.5182382,3.5,14.55592861,35.74845278,10.20016512,21.13434359,1.4,20,35,53,0.065964206,0.015550805,0.061631772,0.048946095,5.480398354,0.035499882,0.000285328,0.000242275,0.000295287,0.000281237,0.018801544,0.000264082,231.1873493,64.18651569,208.7181146,174.0383608,291.4866173,134.4277039,2339300.647,1927.637135,1247.86634,2087.114579,18.57545516,35.66135765,154310.1092,1403.225279,655.2441102,1413,48.38686131,4384,8.146830601,14.28569252,337.0648775,0.999402519,34868.39142,976.5847157,1790.245002,18.57886403,35.70721239,35820.96232,557.3378746,347,48.50747621,9.717094288,15.07889542,1.159314046,0.945394769,1877.714366,1943.410332,1615.981718,18.56664699,35.73313959,135805.3206,640.9442309,1427,49.01030697,7.734174622,13.01687395,303.486365,0.997959256,34014.37586,1876.246946,1809.147698,18.56750965,35.70351449,109156.8306,620.8067018,845,49.46483318,13.60033201,16.33038045,86.60511021,0.840829212,13605.10358,1057.131091,1155.275865,18.57781232,35.80470312,1978319.652,1502.422028,13340,50.08167974,10.94661351,15.05585074,326.1108572,0.979261361,4724614.666,1126.465373,973.0877389,18.57692444,35.83262813,80197.88168,593.02361,573,46.41055518,11.0559457,16.08744574,325.5839765,0.976010875,6945.967913,1403.225279,4414,1403.225279,4463,1403.225279,4436,1403.225279,4334,1403.225279,4377
WASP_3i015_out.FIT,0,59739.7236,2459739.724,2459739.724,2459739.726,2459739.727,1.078211284,68.01028846,19.5182382,3.5,14.55584222,35.74866667,11.59128822,22.55527409,1.4,20,35,53,0.066518546,0.01905191,0.062192593,0.048782382,5.278609261,0.036818163,0.000294497,0.000256737,0.000305163,0.000291174,0.018277924,0.000276883,225.8714385,74.20782127,203.8015349,167.5371153,288.7969769,132.9738941,2377150.666,1987.764985,1247.728026,2086.770068,18.5754601,35.66132633,158124.6061,1598.25507,687.464551,1247,45.83191629,4587,10.93463156,14.90256988,60.02844795,0.999865019,30175.62063,976.2469737,1789.800424,18.57886352,35.70712589,44442.54604,597.8029536,409,44.89585617,12.64375252,17.00528874,339.90806,0.993609415,2185.190043,1943.319355,1615.580641,18.56665185,35.73320546,139184.8945,672.9638246,1541,45.7437784,8.660881766,13.86145294,318.3101276,0.996499935,28931.84246,1876.169767,1808.752852,18.56751544,35.7035686,110569.2416,653.5842537,760,47.16911447,14.40164185,16.53115962,88.54685031,0.834999384,11851.54294,1057.025212,1154.805273,18.57780335,35.80464113,1998539.644,1521.71284,12436,47.30454546,11.88612953,15.17414146,324.3099111,0.983521591,4121198.564,1126.380474,972.6958815,18.57691518,35.83257698,84414.33933,631.0139543,590,45.80821622,11.02069211,15.90428267,301.0852068,0.972414033,7099.051176,1598.25507,4561,1598.25507,4621,1598.25507,4630,1598.25507,4620,1598.25507,4625
WASP_3i016_out.FIT,0,59739.72369,2459739.724,2459739.724,2459739.726,2459739.727,1.078135763,68.02026088,19.5182382,3.5,14.55901556,35.749275,12.79578986,22.58337254,1.4,20,35,53,0.065558892,0.01757609,0.063203675,0.049414566,5.282098149,0.036673133,0.000294679,0.000255136,0.000306999,0.000291831,0.01830855,0.000276595,222.4754787,68.8890554,205.8757217,169.3257474,288.5044453,132.5876059,2375572.569,1987.624636,1248.62537,2087.105403,18.57544929,35.66125073,155739.9051,1602.239633,687.7970018,1105,47.23081883,4653,11.44994116,15.22751146,338.327812,0.964418432,25412.14268,978.0348969,1790.286433,18.57884757,35.70705259,41032.09359,594.6922107,291,44.63073245,13.24649419,16.44358108,310.9930881,0.934669286,1948.522723,1943.781487,1615.858993,18.56664228,35.73314381,141219.3347,675.6937964,1146,45.39154371,10.18435893,14.52227078,320.407922,0.919908325,24356.96269,1876.525526,1809.045464,18.56750693,35.70351039,111860.3575,654.0792908,657,45.95080892,16.04248535,17.7025992,275.8108347,0.931535935,9369.859547,1057.886453,1155.23926,18.57780293,35.80466219,1997423.022,1521.726752,11725,47.47117253,12.41803112,15.50754568,330.2548035,0.943493931,3889157.948,1127.255534,973.249938,18.57691492,35.83260328,84037.76105,630.0466129,534,45.26613768,13.43342839,16.68472174,326.0441119,0.913902189,6275.557119,1602.239633,4601,1602.239633,4541,1602.239633,4574,1602.239633,4631,1602.239633,4663
WASP_3i018_out.FIT,0,59739.72385,2459739.724,2459739.724,2459739.726,2459739.727,1.078009655,68.03692578,19.5182382,3.5,14.56448306,35.75050556,13.13617513,22.76750954,1.4,20,35,53,0.065792921,0.019018316,0.064058182,0.047660365,5.321021723,0.035030553,0.000299442,0.00026212,0.000312402,0.000295881,0.018870176,0.000279801,219.718605,72.55587279,205.0505008,161.0793402,281.9805066,125.1981365,2373731.009,2005.614532,1248.555366,2087.823315,18.57545189,35.66120018,156174.6974,1628.474367,698.4383493,1031,48.08850575,4350,12.15136919,15.25003373,332.564425,0.967385088,26016.4519,977.9459938,1791.656352,18.57884797,35.70689889,44301.81938,609.5066885,300,46.01082949,14.81449912,17.60720119,319.9910213,0.975354428,1727.545427,1943.860992,1616.425672,18.56664384,35.73307469,142902.7999,686.3802465,1020,46.58511372,11.46172323,14.49320477,321.6532065,0.961459562,24538.0921,1876.802088,1809.856056,18.5675059,35.70340441,107986.2228,664.2966586,584,49.05418381,16.4636868,17.30269773,88.42020366,0.921181349,8948.837453,1057.752593,1155.802261,18.57779817,35.80454665,1998201.37,1526.842966,11190,49.37991859,12.37388957,15.67863564,332.4829389,0.947077813,3764958.224,1127.13811,973.8639544,18.5769084,35.83245281,80338.79749,638.2271616,521,46.88576569,11.55188288,16.0525729,331.5009287,0.917212929,5883.337249,1628.474367,4340,1628.474367,4353,1628.474367,4374,1628.474367,4422,1628.474367,4447
WASP_3i019_out.FIT,0,59739.72392,2459739.724,2459739.724,2459739.726,2459739.727,1.077841208,68.05921066,19.5182382,3.5,14.56828194,35.75156944,12.61042987,24.48841241,1.4,20,35,53,0.065041769,0.021666394,0.065136456,0.049655567,5.099268148,0.035504862,0.000317316,0.000281423,0.000329346,0.000316575,0.018553902,0.000298136,204.9746706,76.9887152,197.7751052,156.85233,274.8353448,119.089398,2381944.392,2077.997274,1248.103766,2087.017634,18.57544958,35.66126082,154925.8778,1883.957642,743.6469167,1011,47.33394664,4348,11.6165387,15.34380015,349.4627917,0.953976365,22044.70301,977.3635232,1790.408007,18.57884841,35.70710605,50513.69606,654.7253299,325,42.00284713,11.07074266,19.09809077,353.8371159,0.972388438,1688.089115,1943.552924,1615.799273,18.56664759,35.73312702,145663.4172,725.5068689,1032,43.0323568,10.88945783,15.44751523,345.6437856,0.985386158,20225.53472,1876.350498,1808.845305,18.56750984,35.70350374,112681.5344,711.8216936,562,45.94587156,17.52523995,18.01250394,274.3460732,0.951207433,7851.838414,1057.527834,1155.262287,18.57779816,35.80473433,1991414.851,1546.253249,10909,47.49014607,12.26461848,15.91162183,340.4191987,0.945203277,3232497.588,1126.881114,973.2188004,18.57690951,35.83266674,81670.89369,682.2447975,524,44.40504677,12.2959816,16.74138125,335.2035605,0.966497466,5310.713019,1883.957642,4566,1883.957642,4574,1883.957642,4360,1883.957642,4313,1883.957642,4597
WASP_3j001_out.FIT,0,59739.72437,2459739.724,2459739.724,2459739.726,2459739.727,1.078371368,67.98916867,19.5182382,3.5,14.57202806,35.75633889,10.32058714,22.37967418,1.4,20,35,53,0.065107158,0.01925104,0.063766324,0.048556841,5.284984689,0.035164283,0.000294237,0.000257086,0.000307745,0.000292211,0.018364589,0.000275952,221.2742516,74.88159702,207.205302,166.1706089,287.7812676,127.4289841,2385167.252,1995.593343,1248.0881,2087.30235,18.57545594,35.66122961,155291.4613,1573.466104,689.6735937,1218,51.54127641,4591,8.908834131,15.06630215,325.4245556,0.997078877,28625.89684,977.3477932,1791.1222,18.57885796,35.70697797,45049.69707,600.4958191,345,48.41928301,9.475372285,17.57850475,317.8326039,0.983495386,2009.412934,1943.528885,1616.1851,18.56664532,35.73307649,142976.2769,679.570148,1402,50.09920107,8.267824254,14.15026373,317.8179123,0.991123644,30113.22485,1876.532321,1809.302281,18.56750611,35.70344156,110452.9404,658.3716359,729,51.21582408,14.61613405,16.73719558,85.99017038,0.854209219,11691.06245,1057.733826,1155.413839,18.57780577,35.80465927,2005664.776,1525.344217,13726,51.91737334,10.07584719,15.2868134,328.6407218,0.972742927,4348673.111,1126.641091,973.2921678,18.57692308,35.83260375,81023.56179,632.3399273,621,50.04311111,10.5795109,15.29440345,324.1779192,0.941051394,6994.828352,1573.466104,4491,1573.466104,4506,1573.466104,4411,1573.466104,4599,1573.466104,4500
WASP_3j002_out.FIT,0,59739.72444,2459739.724,2459739.724,2459739.727,2459739.727,1.078400009,67.98539274,19.5182382,3.5,14.57328222,35.75722778,10.65813033,21.93254082,1.4,20,35,53,0.065994291,0.019181356,0.062682523,0.04926736,5.322541296,0.034559087,0.000291427,0.000252896,0.000302321,0.000288431,0.018318444,0.000271087,226.4518835,75.84689394,207.3378067,170.8113503,290.5564114,127.4831875,2366654.239,1968.558427,1248.171261,2086.675326,18.57545295,35.66127084,156185.6689,1511.220253,677.3621899,1373,49.11772696,4417,8.604763893,14.38046238,306.2870282,0.99982223,34256.98552,976.7998803,1790.529188,18.57886114,35.70705553,44541.2755,586.1450983,358,47.07318742,10.84519079,16.55575098,3.730825866,0.996014668,2380.774592,1943.442743,1615.636063,18.56664593,35.73314941,139597.5334,663.1857025,1406,48.04581359,9.088334518,13.82839544,297.046725,0.993843698,32659.61988,1876.227265,1808.703799,18.56750918,35.70351188,111124.0197,644.0780515,820,49.64953588,14.39128534,16.56966882,89.61535447,0.840923309,12881.0114,1057.524307,1154.951828,18.57780542,35.80475659,1992334.147,1515.455809,14252,49.48007329,9.874145747,14.95875202,329.0437513,0.975456675,4818783.517,1126.898197,972.7875351,18.57691771,35.83270356,79057.2634,616.7642038,607,48.3426494,11.1450617,14.97367616,314.8596577,0.964611868,7569.850517,1511.220253,4386,1511.220253,4431,1511.220253,4417,1511.220253,4366,1511.220253,4401
WASP_3j003_out.FIT,0,59739.72451,2459739.725,2459739.724,2459739.727,2459739.727,1.078470328,67.97612564,19.5182382,3.5,14.57401056,35.75789167,10.03857015,21.77951832,1.4,20,35,53,0.064689788,0.018420748,0.062558536,0.049705666,5.365174942,0.03390156,0.000289493,0.000251335,0.000301377,0.000286858,0.018488622,0.000268926,223.459278,73.29169775,207.575615,173.276045,290.187937,126.0629964,2360044.191,1959.36712,1247.387676,2087.289124,18.57546366,35.66126457,152670.7576,1490.206364,671.3546563,1334,49.61992786,4436,8.523185974,14.4029365,346.0094622,0.999618574,33219.62451,976.2077974,1790.855219,18.57886772,35.70704135,42687.44527,581.4114509,366,48.35042735,9.081246595,16.25393195,357.1207514,0.983514672,2174.506059,1942.554342,1616.060306,18.56666075,35.73310134,138948.4946,659.3604732,1585,47.92469673,8.358138165,13.64058967,277.6775717,0.998320642,33478.54547,1875.384993,1808.936067,18.56752365,35.70351866,111752.8192,638.3341056,925,48.61804309,14.08111259,16.66799207,85.35421375,0.86648714,13274.13883,1056.653267,1155.310252,18.57780956,35.80471416,1989269.748,1511.954682,14144,48.86075949,10.10344372,15.01582844,330.298402,0.98505445,4738185.959,1125.960765,973.2958176,18.57691956,35.83265001,77385.68343,610.6116705,603,47.96540737,10.08429384,15.0114598,306.4299808,0.925951736,6888.106177,1490.206364,4446,1490.206364,4369,1490.206364,4456,1490.206364,4424,1490.206364,4394
WASP_3j004_out.FIT,0,59739.72458,2459739.725,2459739.725,2459739.727,2459739.728,1.07853614,67.96745703,19.5182382,3.5,14.57480056,35.7585,10.8143064,21.90821107,1.4,20,35,53,0.06460657,0.017947677,0.061945157,0.047977738,5.419798266,0.035222252,0.000287125,0.00024788,0.000299033,0.000283413,0.018678491,0.000268565,225.0118223,72.40471541,207.1515875,169.2857608,290.1625356,131.1498565,2385422.435,1968.364419,1248.184122,2087.040551,18.57545683,35.66131359,154113.9625,1507.869323,673.005552,1252,47.48726694,4398,9.400637055,14.88448913,352.0966465,0.990412118,29973.1707,977.3003894,1790.629352,18.57885767,35.70708126,42057.94911,579.8911993,325,45.91902744,13.01601166,16.15213982,345.305771,0.940240275,2071.496467,1943.614925,1616.007144,18.56664486,35.73313108,139145.9497,661.8224751,1381,47.06648263,8.606605461,13.99506926,344.4533588,0.998036066,29876.74646,1876.525374,1809.041059,18.56750776,35.70351884,109207.6374,638.8941548,744,47.99752753,15.63413823,17.01337541,86.23662113,0.90500998,11049.12924,1057.631889,1155.464014,18.57780638,35.80463531,2013849.632,1520.973155,14328,47.75785877,9.603033488,15.34425098,336.9919831,0.979179972,4588526.429,1126.965545,973.5711137,18.57691937,35.83252904,81161.26669,615.3296811,699,46.63925063,8.625412515,15.35317987,323.7921116,0.979346817,7685.779529,1507.869323,4483,1507.869323,4347,1507.869323,4449,1507.869323,4390,1507.869323,4377
WASP_3j005_out.FIT,0,59739.72465,2459739.725,2459739.725,2459739.727,2459739.728,1.078588178,67.96060565,19.5182382,3.5,14.57576444,35.75918611,10.4695209,21.58560694,1.4,20,35,53,0.064685248,0.016934389,0.060558257,0.04962402,5.450740667,0.035186301,0.000287613,0.000246795,0.000296851,0.000284306,0.018829198,0.000267934,224.9037896,68.61728897,204.001963,174.5443966,289.4834166,131.3246928,2348323.624,1942.98119,1247.75854,2087.006965,18.57545703,35.66133418,151901.8969,1463.788739,663.6116451,1303,47.78108661,4399,9.643843571,14.11009458,296.4702379,0.998364537,33364.8347,976.4971708,1790.285353,18.57886148,35.70714389,39105.20399,569.0340514,345,45.88283379,11.72633462,15.94301937,319.358428,0.979346561,2097.734487,1943.137179,1615.914649,18.56665063,35.73314308,134090.1207,647.8699665,1573,46.56865402,9.177340106,12.81156481,321.0136849,0.988848551,33443.65387,1875.855178,1808.917557,18.56751538,35.70354261,111023.8113,629.5031717,871,47.08634049,13.80441834,16.83516135,86.13170228,0.839373816,13359.44246,1057.245626,1155.183519,18.57780746,35.80469691,1984284.245,1506.7041,14436,46.96391753,9.817360261,14.95841917,323.6272383,0.980980968,4761001.741,1126.294165,973.1988544,18.57692465,35.83261037,79820.24258,604.3253859,666,46.04747775,8.647828499,14.98664293,321.1305393,0.988225922,7897.867598,1463.788739,4404,1463.788739,4428,1463.788739,4517,1463.788739,4462,1463.788739,4381
WASP_3j007_out.FIT,0,59739.72479,2459739.725,2459739.725,2459739.727,2459739.728,1.078776163,67.93587778,19.5182382,3.5,14.57664056,35.76003889,11.9884438,22.45051632,1.4,20,35,53,0.066690985,0.016752133,0.061693764,0.049068635,5.390669709,0.036397949,0.000294406,0.000254357,0.000306379,0.00029212,0.019009514,0.000277625,226.5270097,65.86066925,201.3642534,167.9743292,283.5774589,131.1048316,2362927.785,1982.290112,1247.641128,2087.059527,18.57545806,35.6613156,157585.9819,1583.443383,682.9838983,1166,44.42898167,4527,10.99945722,14.92963468,33.94815435,0.996769467,29873.55146,976.4881532,1790.132238,18.57886235,35.7071584,38931.88906,590.2743585,313,43.66568249,10.4629839,16.24480131,309.9539484,0.993155234,1908.655266,1943.056534,1615.911072,18.56665016,35.73315498,137306.9282,672.1072525,1208,46.45067265,10.55534881,13.66953313,310.5971193,0.978846707,28442.39103,1875.898195,1808.992926,18.56751334,35.70353972,110522.454,651.5277979,728,45.57687044,14.62586561,16.94158333,85.91990995,0.836972638,11029.08798,1057.163397,1155.203495,18.57781143,35.80467674,1993181.281,1519.495213,12158,46.60362812,12.10075931,15.29631013,319.7913362,0.986063877,4221739.173,1126.090679,972.9771181,18.5769308,35.83261996,82985.23309,629.259834,517,44.65065805,13.18624797,15.95534234,322.1715121,0.974857499,6875.172776,1583.443383,4403,1583.443383,4460,1583.443383,4384,1583.443383,4410,1583.443383,4331
WASP_3j010_out.FIT,0,59739.725,2459739.725,2459739.725,2459739.727,2459739.728,1.079247415,67.87404163,19.5182382,3.5,14.57545222,35.76286111,11.13807072,21.70346628,1.4,20,35,53,0.066813105,0.017188579,0.061238611,0.049076646,5.337722781,0.037776743,0.000289189,0.000246449,0.000297221,0.000283736,0.018142287,0.000270094,231.0357718,69.7449937,206.0371385,172.9657838,294.2144325,139.865232,2351327.718,1943.886306,1247.432276,2087.235103,18.57545654,35.66130688,157099.5054,1479.817213,667.4605417,1279,45.95072333,4424,9.381302193,14.61112937,328.3719857,0.995459425,32476.47571,976.4505252,1790.898673,18.57886166,35.7070156,39733.02767,568.7933827,330,42.94704122,11.27639126,16.40069513,340.6947269,0.975778581,2127.66567,1942.874685,1616.114171,18.56665481,35.73313521,135683.004,648.9059115,1291,45.12946132,10.08362587,13.27202719,317.1288577,0.988475527,30871.61343,1875.734124,1809.35845,18.56751609,35.70350038,109996.9948,629.5088759,768,45.66917293,15.85365443,16.76881463,85.01066333,0.882668225,11768.14353,1056.921384,1155.240651,18.57780886,35.804629,1980322.58,1506.046516,13782,46.46007521,10.08106121,14.96891107,331.8751218,0.975651501,4612587.937,1126.143705,973.1026856,18.5769208,35.83256782,85592.11202,607.9733914,611,43.43720082,10.15238938,16.26102079,323.935164,0.989462913,7402.74129,1479.817213,4343,1479.817213,4511,1479.817213,4522,1479.817213,4521,1479.817213,4387
WASP_3j011_out.FIT,0,59739.72507,2459739.725,2459739.725,2459739.727,2459739.728,1.079478255,67.8438309,19.5182382,3.5,14.5741075,35.76399722,10.97344594,22.05512582,1.4,20,35,53,0.06554295,0.01973574,0.062865475,0.049491157,5.150015688,0.038360121,0.000283771,0.000245018,0.000294258,0.000279755,0.01679093,0.000265808,230.9712595,80.54821553,213.6405634,176.9091412,306.7141339,144.3153522,2411457.357,1964.155577,1247.963924,2087.412752,18.57545524,35.6612801,158054.0293,1528.160438,672.0831342,1309,44.10729053,4595,9.050554026,14.49812339,12.79102289,0.998140024,34056.87769,976.6715911,1790.650347,18.57885835,35.70707932,46670.81325,578.2290823,350,41.01705291,12.98562322,16.40942259,348.0771579,0.978790452,2533.269027,1943.404005,1616.259213,18.56664844,35.73310332,142630.8552,657.4029521,1493,41.64469914,8.849660004,13.46457887,297.1977102,0.98948318,35325.71561,1876.160428,1808.917764,18.56751257,35.70355536,113717.7893,636.19026,793,42.92840096,13.65888844,16.90096801,82.97978761,0.8364124,13314.03142,1057.421734,1155.522869,18.57780203,35.80461133,2019351.47,1520.099068,13966,42.81019025,10.55861616,14.90003976,328.3789906,0.981657016,4795158.087,1126.628309,973.5206735,18.57691708,35.83252347,89086.42949,613.1397822,666,40.674378,10.73733381,16.70879912,324.4365289,0.980042736,7913.555843,1528.160438,4574,1528.160438,4537,1528.160438,4609,1528.160438,4573,1528.160438,4582
WASP_3j012_out.FIT,0,59739.72514,2459739.725,2459739.725,2459739.727,2459739.728,1.079494199,67.84174625,19.5182382,3.5,14.57553639,35.764725,10.71126247,21.37320136,1.4,20,35,53,0.064671642,0.019170982,0.060136,0.048248034,5.389174397,0.036218179,0.000279544,0.00024095,0.000288664,0.000274739,0.017936938,0.000260748,231.3472479,79.56426537,208.3253753,175.6138722,300.4511834,138.9008944,2385554.498,1936.7944,1247.298296,2087.135882,18.57546299,35.66131329,154277.7264,1435.122679,654.997654,1345,43.82811781,4346,9.546730249,14.10330853,356.2971301,0.993232834,35589.70092,976.0839166,1790.361131,18.57886809,35.70711722,44873.16065,562.8662374,351,42.45938504,9.183819522,17.37754496,348.5873032,0.987052447,2321.487721,1942.899879,1616.164141,18.566653,35.73312541,135320.0951,640.1925301,1444,44.49763673,10.3619179,13.02576899,340.7293504,0.990282635,34034.57331,1875.705877,1809.0633,18.56751645,35.70354035,109800.6489,618.9372944,786,44.42063316,14.94562529,16.49606608,83.84293295,0.858757827,13207.6964,1056.889956,1155.349081,18.57781268,35.80463597,2012180.044,1511.797712,14375,44.04480287,10.41959124,14.72522018,337.4433028,0.975661455,5263450.645,1126.11206,973.3469474,18.57692704,35.8325448,83380.54866,596.566824,661,42.87765836,9.809890618,15.35597516,337.5921118,0.975925429,8680.793385,1435.122679,4358,1435.122679,4443,1435.122679,4517,1435.122679,4464,1435.122679,4373
WASP_3j013_out.FIT,0,59739.72521,2459739.725,2459739.725,2459739.727,2459739.728,1.079502788,67.84062325,19.5182382,3.5,14.57705361,35.76556111,12.36476198,23.07476162,1.4,20,35,53,0.06694376,0.020480248,0.062956429,0.050278782,5.15883505,0.03648385,0.000296632,0.000259504,0.000307669,0.000294232,0.01767152,0.000278657,225.6793285,78.92083411,204.6236546,170.8811628,291.9293346,130.9275058,2394397.861,2004.196218,1246.859386,2086.567817,18.5754702,35.66141054,160289.9964,1672.724118,697.4681236,1268,42.57171053,4560,10.86117381,15.17770671,308.9272716,0.993446746,28033.21857,975.5290009,1789.366508,18.57887509,35.70728214,48053.70976,607.6273197,328,40.25412541,11.61115785,17.36184112,336.4484261,0.999546736,2012.748877,1942.401036,1615.376782,18.56666115,35.73323557,141814.5992,682.8226862,1208,42.52743706,11.47658445,13.80600133,315.0154878,0.972330879,26970.0309,1875.097311,1808.618025,18.56752631,35.70359839,114624.2413,664.0110125,652,43.0219184,15.46953524,17.61620737,271.2585471,0.861840384,10062.17989,1056.431691,1154.806891,18.57781489,35.80472831,2005623.386,1526.71137,13296,42.47346673,11.5636109,15.35035251,321.2049255,0.966137479,4001545.83,1125.427564,972.7028561,18.57693085,35.83265445,84281.92437,639.9894279,637,42.58302583,13.20650965,16.40156084,313.5906047,0.953568173,6546.81059,1672.724118,4545,1672.724118,4647,1672.724118,4608,1672.724118,4598,1672.724118,4607
