Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,N_Src_Pixels_C2,N_Sky_Pixels_C2,N_Src_Pixels_C3,N_Sky_Pixels_C3,N_Src_Pixels_C4,N_Sky_Pixels_C4,N_Src_Pixels_C5,N_Sky_Pixels_C5,N_Src_Pixels_C6,N_Sky_Pixels_C6
aligned_CoRoT-2j005_out.FIT,138,0,59790.785124421,2459790.785124421,2459790.785104167,2459790.788639648,2459790.789387968,1.560398798,39.769861399,20.579050601,3.500000000,0,0,10.375824589,17,29,44,0.102563074,0.153358421,0.242769809,0.541884541,0.188533083,0.192773268,0.001445914,0.001762882,0.002130047,0.003643809,0.001904222,0.001915367,70.933034040,86.993033680,113.973932296,148.713762021,99.007918057,100.645581078,239713.462089384,826.562707454,1633.586241012,911.063799083,1634.086241012,1621.436200917,19.451808374,1.383352017,24585.749643255,907.920276887,336.077832910,73.154927924,420.502105713,27.079194362,74.168974222,2922,9.192748239,15.663576198,15.118070344,16.209082051,60.858980178,0.982490053,1565.104350302,978.554309463,1565.604350302,1553.945690537,19.452656178,1.390935042,31873.940725638,347.885816690,91.621846010,461.301239014,35.106541331,74.541972934,8.942020889,12.809217372,10.884073064,14.734361680,74.972816965,0.884666643,1168.213872473,1226.652836519,1168.713872473,1305.847163481,19.457218952,1.413509064,46827.007646648,369.577417175,126.704190977,544.308288574,51.576122749,75.058739603,11.832186256,16.369947798,15.821927800,16.917967796,55.663071759,0.966181427,1075.720691055,794.836319069,1076.220691055,1737.663680931,19.457083858,1.345604704,84245.620208696,412.687266385,204.139131664,818.883972168,92.789667059,71.801786211,9.853025013,14.910682110,14.400496442,15.420867778,53.093583464,0.939883405,1289.443047292,453.425135260,1289.943047292,2079.074864740,19.454118567,1.302355050,38024.955922849,357.433449000,106.383317032,463.357055664,41.881381979,74.731660783,11.877891157,15.742455169,15.529494884,15.955415454,52.454298580,0.988945254,1183.264806300,682.838192938,1183.764806300,1849.661807062,19.455737963,1.332784233,38741.937585553,357.105657075,108.488725446,464.519897461,42.671078697,74.314232707,10.557075977,14.790608571,14.465545119,15.115672022,52.319079894,0.969776358,907.920276887,2875,907.920276887,2876,907.920276887,2849,907.920276887,2828,907.920276887,2888
aligned_CoRoT-2j006_out.FIT,139,0,59790.785529514,2459790.785529514,2459790.785509259,2459790.789044773,2459790.789793093,1.565172608,39.623730104,20.579050601,3.500000000,0,0,13.221409795,17,29,44,0.113216537,0.178126902,0.234262489,0.532806616,0.174026823,0.194989753,0.001476015,0.001856354,0.002087605,0.003614956,0.001861698,0.001937060,76.704166772,95.955252911,112.215887319,147.389504966,93.477487281,100.662742693,238538.161142212,826.018261925,1634.125075214,916.309017462,1634.625075214,1616.190982538,19.451815180,1.384134272,27006.464502344,907.920276887,339.438909205,79.562076621,306.233673096,29.745413986,73.982419867,2912,13.908109442,16.191490675,15.728686427,16.654294923,285.766651587,0.995508932,1565.377198780,982.050720688,1565.877198780,1550.449279312,19.452661089,1.391438874,36065.778337835,351.485262078,102.609646062,397.734710693,39.723507951,73.346285598,13.638614736,14.829299434,13.189027007,16.469571862,86.112468545,0.951346920,1169.662729040,1229.525743545,1170.162729040,1302.974256455,19.457210734,1.413877430,45274.440292973,364.159373803,124.325895610,443.451934814,49.866096667,73.624746630,13.698194096,15.728328945,15.373874859,16.082783032,57.813704205,0.989151562,1076.117198734,797.841913193,1076.617198734,1734.658086807,19.457089009,1.345947284,82916.337342964,414.077485363,200.243529952,818.871826172,91.325570597,73.663222378,12.669632077,14.900444174,13.625568231,16.175320116,277.413653808,0.969119999,1290.855594599,456.284967835,1291.355594599,2076.215032165,19.454112906,1.302794589,35358.679668300,355.301308164,99.517448587,379.585754395,38.944696543,76.185158398,12.726509357,15.301853357,15.053602122,15.550104591,79.458967510,0.998791348,1183.495417015,685.625868851,1183.995417015,1846.874131149,19.455744052,1.333125668,38922.925500141,358.403468983,108.600861511,436.412750244,42.870422097,75.064330038,12.687399064,14.537363495,13.379434545,15.695292445,74.905709283,0.966460638,907.920276887,2909,907.920276887,2976,907.920276887,2816,907.920276887,2906,907.920276887,2908
aligned_CoRoT-2j007_out.FIT,140,0,59790.785934606,2459790.785934606,2459790.785914352,2459790.789449897,2459790.790198217,1.569985802,39.477599590,20.579050601,3.500000000,0,0,11.720434559,17,29,44,0.097502412,0.171925036,0.220080168,0.541791098,0.181731903,0.201528964,0.001431797,0.001834797,0.002015188,0.003639790,0.001873721,0.001948567,68.097948456,93.702463716,109.210749906,148.852280879,96.989823969,103.424206282,243157.565487148,836.562707216,1633.872977321,912.959542943,1634.372977321,1619.540457057,19.451806553,1.383720905,23708.449236297,907.920276887,338.462382646,70.047516214,298.988006592,26.112919647,76.436073703,2951,13.254493957,15.615229241,14.205409720,17.025048762,54.433010531,0.693185282,1565.682714864,980.137578912,1566.182714864,1552.362421088,19.452650188,1.391269463,35671.968670220,357.807536964,99.695967762,393.278106689,39.289758780,77.197829502,8.827696074,15.894790304,13.840396903,17.949183705,61.312133540,0.777595140,1168.839491121,1226.938608486,1169.339491121,1305.561391514,19.457206987,1.413683433,43861.181672346,365.904831650,119.870463242,446.729949951,48.309507772,75.999826219,11.413368444,16.212772248,15.666879079,16.758665417,50.580982432,0.879262649,1075.847152615,795.470361974,1076.347152615,1737.029638026,19.457078191,1.345906171,85446.468445758,419.102685205,203.879553775,760.874389648,94.112303273,75.633288571,10.512642680,15.666807236,14.928698829,16.404915642,52.713923225,0.875097901,1290.100769384,453.970670157,1290.600769384,2078.529329843,19.454108391,1.302746421,37393.834357749,360.303174020,103.784360100,376.668304443,41.186253143,77.745045040,13.229151415,15.944477870,15.070161141,16.818794599,55.475810565,0.906497370,1183.280640250,683.305085363,1183.780640250,1849.194914637,19.455733492,1.333076136,40784.112341076,363.949372601,112.059850659,414.925964355,44.920367327,76.946247892,13.085254781,14.741788535,13.410787507,16.072789563,58.684640491,0.848200378,907.920276887,2871,907.920276887,2994,907.920276887,2909,907.920276887,2948,907.920276887,2921
aligned_CoRoT-2j008_out.FIT,141,0,59790.786339699,2459790.786339699,2459790.786319444,2459790.789855021,2459790.790603341,1.574838816,39.331469530,20.579050601,3.500000000,0,0,9.781811767,17,29,44,0.110132795,0.174452001,0.213173319,0.536845975,0.190755994,0.199373509,0.001438528,0.001794928,0.001945210,0.003554882,0.001878936,0.001907129,76.559384344,97.191630232,109.588861339,151.016551044,101.523396653,104.541190724,247246.367639561,835.207728132,1634.530879104,914.453164296,1635.030879104,1618.046835704,19.451808723,1.383813881,27229.933499235,907.920276887,343.570471148,79.255744559,383.516113281,29.991546827,76.573925071,2979,9.565980747,14.967255031,14.461909931,15.472600130,78.424739936,0.994618763,1566.170373491,980.525581731,1566.670373491,1551.974418269,19.452651411,1.391186409,36725.744048922,354.077986243,103.722189675,403.345825195,40.450406257,74.657780326,9.944798261,14.875064998,14.812303149,14.937826846,46.971774891,0.984945208,1169.774094346,1227.727201083,1170.274094346,1304.772798917,19.457205492,1.413596179,43445.011555690,362.539536740,119.835237686,448.140045166,47.851130393,73.825792893,9.831603099,14.988904039,14.435285052,15.542523026,67.102294407,0.988805228,1076.236266843,796.854585919,1076.736266843,1735.645414081,19.457086592,1.345781022,86367.286951510,420.790273741,205.250197880,788.067138672,95.126509618,76.167824006,10.929941137,15.170676867,14.531231425,15.810122310,67.200869804,0.985535277,1291.360070173,454.904224345,1291.860070173,2077.595775655,19.454107390,1.302579984,39608.221052384,362.786908345,109.177647102,496.103027344,43.625219153,77.305750942,10.431779800,15.409855141,15.238837324,15.580872959,52.918388920,0.993386392,1184.460336781,683.963380423,1184.960336781,1848.536619577,19.455732261,1.332883859,41100.104031056,363.437776995,113.087044420,483.874359131,45.268406354,76.429957009,7.986767557,14.859083370,14.387723010,15.330443729,53.029729880,0.947507784,907.920276887,2964,907.920276887,2917,907.920276887,2928,907.920276887,2934,907.920276887,2931
aligned_CoRoT-2j009_out.FIT,142,0,59790.786744792,2459790.786744792,2459790.786724537,2459790.790260145,2459790.791008465,1.579732073,39.185340098,20.579050601,3.500000000,0,0,10.393589154,17,29,44,0.093912630,0.166293864,0.195966036,0.564200416,0.196132494,0.203214563,0.001380468,0.001728653,0.001832727,0.003628826,0.001844887,0.001890806,68.029582387,96.198544273,106.925909415,155.477408188,106.311383419,107.475114224,253824.459082681,838.143807968,1634.596204740,912.967315357,1635.096204740,1619.532684643,19.451811356,1.383725801,23837.322564814,907.920276887,341.441109395,69.813862212,332.744018555,26.254863088,77.446366205,2859,8.466842592,12.928190533,11.613927953,14.242453113,57.343868333,0.767861891,1565.771099783,979.133200670,1566.271099783,1553.366799330,19.452658963,1.391086958,36191.093334621,354.376028019,102.126245776,412.608581543,39.861532181,75.142603000,11.149794737,15.004768500,14.560184346,15.449352655,54.246177278,0.965154979,1170.037214289,1225.735938802,1170.537214289,1306.764061198,19.457206643,1.413434455,41590.623534385,359.558923612,115.671231621,454.196441650,45.808673507,73.635341017,9.619617213,14.270409936,14.505526592,14.035293279,34.846118633,0.990990468,1077.171477000,795.727287348,1077.671477000,1736.772712652,19.457083044,1.345831336,91553.399356892,425.006435693,215.416501182,823.718627930,100.838588682,74.392955132,11.100326878,15.285171423,14.742904500,15.827438346,57.102976939,0.970129147,1292.147021732,453.568107601,1292.647021732,2078.931892399,19.454104758,1.302574868,41620.158754604,362.345412640,114.863214222,474.516296387,45.841204139,75.178968980,10.225139533,17.049721943,16.894460542,17.204983344,49.111826173,0.983790095,1184.687891546,684.215568943,1185.187891546,1848.284431057,19.455738823,1.333103851,42869.184102179,368.368545902,116.375799669,522.548339844,47.216903503,77.683411193,11.799813972,14.954928879,14.149379726,15.760478033,61.254777529,0.960051684,907.920276887,2940,907.920276887,2927,907.920276887,2861,907.920276887,2907,907.920276887,2885
aligned_CoRoT-2j010_out.FIT,143,0,59790.787149884,2459790.787149884,2459790.787129629,2459790.790665269,2459790.791413589,1.584666006,39.039211470,20.579050601,3.500000000,0,0,10.681194405,17,29,44,0.111446085,0.164038960,0.202236008,0.581579342,0.170754930,0.215495594,0.001397134,0.001729760,0.001847153,0.003729973,0.001762586,0.001924565,79.767624354,94.833362316,109.485235837,155.920532605,96.877510584,111.971093971,255229.126509415,842.725202343,1634.493202095,912.161389854,1634.993202095,1620.338610146,19.451810248,1.383433900,28444.286994415,907.920276887,343.998995637,82.687122216,342.466888428,31.329057978,75.593474046,2945,10.538188082,14.892304854,14.082892821,15.701716886,59.607399946,0.950691446,1566.186188732,978.588993890,1566.686188732,1553.911006110,19.452653135,1.390872098,35967.456260922,358.029124090,100.459582310,477.022918701,39.615214217,77.401968157,9.107716475,14.419970753,14.798202696,14.041738810,30.437009761,0.988399645,1169.731323965,1225.788889896,1170.231323965,1306.711110104,19.457208145,1.413366106,42933.766247922,360.621843303,119.054813360,484.922698975,47.288035460,73.279310291,10.885196619,15.117343413,14.711690130,15.522996696,291.064419186,0.994771110,1076.567248007,794.719180929,1077.067248007,1737.780819071,19.457086407,1.345510900,93853.013604498,429.557234842,218.487796251,990.245971680,103.371425877,76.011850699,10.550634308,15.435401225,14.938363357,15.932439093,64.201588441,0.989273642,1290.534474804,452.193494780,1291.034474804,2080.306505220,19.454118184,1.302091807,37225.238696063,361.599034954,102.946178219,1676.376098633,41.000558798,78.213228152,11.963176288,15.561942448,15.737091395,15.386793502,41.289764491,0.969629686,1183.903730467,682.477423822,1184.403730467,1850.022576178,19.455742616,1.332639359,45249.651700009,369.701932662,122.394955780,528.408081055,49.838794057,76.752713832,11.042254660,14.996684402,14.743763947,15.249604858,52.161247458,0.981419253,907.920276887,2921,907.920276887,2949,907.920276887,2907,907.920276887,2876,907.920276887,2923
aligned_CoRoT-2j012_out.FIT,144,0,59790.787960069,2459790.787960069,2459790.787939815,2459790.791475518,2459790.792223838,1.594657707,38.746955813,20.579050601,3.500000000,0,0,11.991939258,17,29,44,0.108454288,0.154750281,0.222273567,0.565087586,0.194698973,0.190629782,0.001417095,0.001728920,0.001979417,0.003692904,0.001867496,0.001853701,76.532841401,89.506918671,112.292466812,153.019842542,104.256720356,102.837375692,251066.715926921,842.890367352,1633.661095470,912.823891366,1634.161095470,1619.676108634,19.451817431,1.383527583,27229.262027560,907.920276887,343.840781734,79.191484763,376.327911377,29.990807256,76.928433896,3012,12.789918198,15.137026845,14.881389841,15.392663849,48.545913095,0.925195683,1565.579548398,978.280141379,1566.079548398,1554.219858621,19.452654418,1.390865580,33645.928075578,356.845420328,94.287123104,444.606079102,37.058240610,78.925854115,9.792706565,13.519697479,13.322056389,13.717338570,48.198605570,0.931172144,1168.852669753,1225.736307259,1169.352669753,1306.763692741,19.457207680,1.413547289,45657.122934109,370.112450802,123.360137804,524.918090820,50.287590327,76.640594796,11.383011686,15.247496583,14.065658580,16.429334586,70.355907348,0.960360614,1076.239775760,794.353082149,1076.739775760,1738.146917851,19.457082818,1.345743394,90649.677133860,426.945169017,212.321590012,873.323974609,99.843212495,77.108859471,11.143037590,14.982173020,14.649024749,15.315321291,51.807851294,0.964345700,1290.523244812,453.609314081,1291.023244812,2078.890685919,19.454123937,1.302433578,40916.107582888,363.450991614,112.576684414,400.608825684,45.065749300,76.734217164,14.827786792,16.009540330,15.671588963,16.347491697,80.869783116,0.998025288,1183.958747681,682.274475215,1184.458747681,1850.225524785,19.455738446,1.332843977,40197.880200487,362.992411043,110.740277145,432.887145996,44.274680524,76.810505424,12.015174720,15.504025248,15.296244434,15.711806062,48.941524111,0.961820966,907.920276887,2966,907.920276887,2919,907.920276887,2953,907.920276887,2954,907.920276887,2914
aligned_CoRoT-2j013_out.FIT,145,0,59790.788365162,2459790.788365162,2459790.788344908,2459790.791880642,2459790.792628962,1.599716377,38.600828968,20.579050601,3.500000000,0,0,9.776957878,17,29,44,0.107917539,0.160324681,0.204066882,0.447724556,0.308430357,0.172827997,0.001340201,0.001626848,0.001786853,0.002792696,0.001674353,0.001677332,80.523425807,98.549274241,114.204639047,160.319848627,184.208701764,103.037421194,268549.567338802,798.844593480,1634.786002060,912.979920692,1635.286002060,1619.520079308,19.451807385,1.383568706,28981.208467240,907.920276887,349.432907057,82.937834079,387.322021484,31.920433110,78.181223754,2924,10.110542154,15.500472604,13.440108110,17.560837097,88.700000655,0.931618248,1566.132910628,979.404349469,1566.632910628,1553.095650531,19.452652742,1.390997337,37106.100052600,358.711826104,103.442644910,575.560363770,40.869337316,77.023832578,9.664109055,14.556581619,13.872361427,15.240801810,59.096079059,0.960577802,1169.609542972,1227.089046629,1170.109542972,1305.410953371,19.457207280,1.413588661,45514.143464338,371.482576580,122.520264297,475.904327393,50.130110124,77.346159682,11.014614704,15.661113633,14.999491628,16.322735638,84.412673466,0.992608859,1076.903675606,794.862548218,1077.403675606,1737.637451782,19.457082284,1.345609944,83051.872884933,419.109147574,198.162873241,797.974182129,91.474851922,78.164248627,10.338388735,15.285460951,14.788908956,15.782012947,75.382628537,0.994468284,1291.176710477,460.681692251,1291.676710477,2071.818307749,19.454136910,1.303468259,63303.972119321,251.841714668,251.364124497,385.699829102,69.724152804,0.000000000,NaN,17.994450240,23.173053409,12.815847071,1.952293657,0.716134855,1185.214482614,682.838922544,1185.714482614,1849.661077456,19.455730971,1.332809420,39573.478817610,363.871514156,108.756737689,593.485900879,43.586953420,77.839644870,7.757134744,14.990691043,13.723078049,16.258304036,277.070673601,0.970013193,907.920276887,2948,907.920276887,2877,907.920276887,2992,907.920276887,1549,907.920276887,2909
aligned_CoRoT-2j014_out.FIT,146,0,59790.788770254,2459790.788770254,2459790.788750000,2459790.792285766,2459790.793034086,1.604817536,38.454702956,20.579050601,3.500000000,0,0,11.196415441,17,29,44,0.107071808,0.170421987,0.210171501,0.555003564,0.184677232,0.201806039,0.001441137,0.001805023,0.001967555,0.003701384,0.001875020,0.001943185,74.296781839,94.415429614,106.818615911,149.944868819,98.493457178,103.853252020,243451.757681881,833.024752689,1634.404503457,916.258140462,1634.904503457,1616.241859538,19.451815142,1.384067833,26066.819841298,907.920276887,339.320352853,76.820678813,363.157073975,28.710472169,74.618036581,2898,10.858118049,14.805762009,13.927428310,15.684095709,66.057583377,0.968917983,1565.841957126,982.634761324,1566.341957126,1549.865238676,19.452660104,1.391489572,35448.353468896,352.736111335,100.495391115,389.782928467,39.043464907,75.105953103,13.014335695,16.120940129,14.156889383,18.084990875,279.536624362,0.935459864,1169.701384687,1229.169083202,1170.201384687,1303.330916798,19.457208982,1.413861993,42280.471151919,363.099627752,116.443168542,498.239135742,46.568484291,75.151483713,11.372668185,15.823512305,14.599988598,17.047036012,274.709393849,0.975717647,1076.539962516,797.153049169,1077.039962516,1735.346950831,19.457085637,1.345833244,86891.500607423,419.989614911,206.889640892,826.869201660,95.703888127,75.342206708,9.876675049,15.404132939,14.531955817,16.276310062,76.309442373,0.983840753,1291.498774108,456.870990322,1291.998774108,2075.629009678,19.454115198,1.302818027,37951.262617196,359.457184624,105.579368672,411.733886719,41.800214824,76.872866769,11.057644485,15.651350922,14.738759203,16.563942642,86.864674015,0.986329836,1184.521511938,685.991606800,1185.021511938,1846.508393200,19.455738809,1.333165241,40880.169836447,363.408022020,112.491104652,476.972229004,45.026166809,76.547116575,10.999051181,16.257079558,15.104239749,17.409919367,273.439779802,0.979796235,907.920276887,2993,907.920276887,2918,907.920276887,2958,907.920276887,2966,907.920276887,2923
aligned_CoRoT-2j015_out.FIT,147,0,59790.789175347,2459790.789175347,2459790.789155093,2459790.792690890,2459790.793439210,1.609961668,38.308577450,20.579050601,3.500000000,0,0,9.716052973,17,29,44,0.100602209,0.176039530,0.236882777,0.513915809,0.175238252,0.205146868,0.001382902,0.001780572,0.002004807,0.003362056,0.001768046,0.001895582,72.747185466,98.866857604,118.157402608,152.857597560,99.114060263,108.223682344,254604.778074471,844.003917411,1636.450208567,915.765706973,1636.950208567,1616.734293027,19.451797790,1.384056160,25613.803090843,907.920276887,341.702025875,74.959470975,362.377899170,28.211511234,76.875420059,2982,10.176638176,15.598297859,16.553996233,14.642599485,30.657914419,0.935308925,1567.031753587,981.337836121,1567.531753587,1551.162163879,19.452649185,1.391327602,38111.393607306,361.340833530,105.472147266,462.615570068,41.976586026,77.443592944,8.756813914,14.400459464,14.879922053,13.920996875,37.333646758,0.936721826,1170.695902700,1228.804642612,1171.195902700,1303.695357388,19.457202662,1.413821839,48760.875307302,371.589290788,131.222498915,505.589538574,53.706119963,75.026289452,9.863582250,15.384234323,15.470734477,15.297734169,43.371178146,0.960841987,1078.225271160,796.952870147,1078.725271160,1735.547129853,19.457074599,1.345901874,86428.465700547,422.821901260,204.408677608,1004.404846191,95.193893011,77.367541945,9.885599793,14.204010239,14.421192590,13.986827888,40.293170182,0.965059937,1293.310349290,455.653462161,1293.810349290,2076.846537839,19.454102086,1.302690410,37963.788299049,358.877535702,105.784799889,454.941497803,41.814010839,76.511176751,9.637007245,16.079608469,15.988201431,16.171015507,303.122400344,0.999203479,1186.112641406,685.078288576,1186.612641406,1847.421711424,19.455727262,1.333112544,43340.255160267,368.951714705,117.468637312,623.476684570,47.735749783,77.986104822,9.976676460,13.941667546,14.184568308,13.698766783,38.282424863,0.977521913,907.920276887,2896,907.920276887,2931,907.920276887,2898,907.920276887,2966,907.920276887,2938
aligned_CoRoT-2j016_out.FIT,148,0,59790.789580440,2459790.789580440,2459790.789560185,2459790.793096014,2459790.793844334,1.615149244,38.162452624,20.579050601,3.500000000,0,0,9.971425265,17,29,44,0.099816909,0.165019015,0.188730685,0.588440705,0.180373729,0.214072617,0.001466736,0.001824244,0.001894820,0.003973860,0.001892373,0.002021991,68.053781887,90.458826721,99.603465733,148.077870192,95.316148572,105.872180606,241173.403127231,839.127191327,1635.484230484,912.400698060,1635.984230484,1620.099301940,19.451803013,1.383627624,24073.183675961,907.920276887,343.678234113,70.045703471,356.660552979,26.514644830,78.649182680,2877,7.876827905,14.589703748,14.268673770,14.910733726,294.860043457,0.995371176,1566.579988260,978.752206678,1567.079988260,1553.747793322,19.452650659,1.391033005,34160.985270648,356.221736504,95.898093154,427.770874023,37.625534026,77.462641683,9.154828950,13.657461427,12.101799085,15.213123770,286.229114829,0.928961758,1169.299521626,1224.653711174,1169.799521626,1307.846288826,19.457208532,1.413313439,38290.272206441,356.700827178,107.345622127,528.167907715,42.173606187,75.034418166,11.065828763,14.374521458,13.184634023,15.564408893,272.429092529,0.972767989,1076.996967539,793.439645556,1077.496967539,1739.060354444,19.457083508,1.345550509,89343.119248091,428.829039395,208.342045525,730.342712402,98.404145741,79.787636802,8.961004146,15.891778715,15.056884376,16.726673054,270.615413586,0.989015396,1292.928415107,452.424209337,1293.428415107,2080.075790663,19.454104504,1.302463763,36853.875215086,361.725763449,101.883467917,390.259490967,40.591532267,78.892782721,11.534433760,15.160066066,15.242270654,15.077861478,41.021547521,0.993862733,1185.275036866,682.216919876,1185.775036866,1850.283080124,19.455734197,1.332874105,42525.151186966,367.784127698,115.625302955,440.327545166,46.837979357,78.373162249,11.235628065,15.515609821,14.860661389,16.170558253,293.004855131,0.985276872,907.920276887,2863,907.920276887,2985,907.920276887,2988,907.920276887,2921,907.920276887,3007
aligned_CoRoT-2j017_out.FIT,149,0,59790.789985532,2459790.789985532,2459790.789965278,2459790.793501139,2459790.794249459,1.620380750,38.016328488,20.579050601,3.500000000,0,0,10.782208814,17,29,44,0.094297005,0.165855829,0.207464124,0.564740090,0.199649341,0.188469425,0.001454965,0.001841597,0.001999357,0.003848746,0.001975780,0.001944010,64.810499240,90.060860249,103.765420866,146.733532219,101.048361368,96.948794300,239576.017879860,839.983729672,1634.646876744,912.400182633,1635.146876744,1620.099817367,19.451804536,1.383535664,22591.301075560,907.920276887,339.456079788,66.551469898,355.820892334,24.882472229,77.844469695,2935,10.434199050,13.129510191,13.622230627,12.636789755,37.471580060,0.916758524,1565.218817136,979.196630628,1565.718817136,1553.303369372,19.452659801,1.390998383,34082.326549290,356.801417766,95.521836103,550.660644531,37.538897871,78.223079332,11.557297997,14.290938761,14.817077121,13.764800401,30.729700239,0.976313359,1168.505262309,1226.036480452,1169.005262309,1306.463519548,19.457217522,1.413482657,41163.482758252,364.296870215,112.994335455,440.351104736,45.338212843,76.676651269,11.826481492,14.525975943,16.347600567,12.704351319,21.869603080,0.883194052,1076.312280780,794.026994183,1076.812280780,1738.473005817,19.457086566,1.345558866,86466.872571888,423.618478225,204.114969050,809.705871582,95.236195042,77.797663839,10.216672768,14.997582523,16.098138559,13.897026488,18.657388231,0.966310365,1291.027782629,453.403213660,1291.527782629,2079.096786340,19.454114505,1.302443368,39870.979278450,364.499364165,109.385593497,406.738128662,43.914625869,77.551728285,10.692616015,16.252058602,17.509404571,14.994712634,16.825687331,0.965858740,1184.784909733,682.536069906,1185.284909733,1849.963930094,19.455732857,1.332833055,37992.356721980,365.021647542,104.082475595,471.651794434,41.845476623,80.058760066,9.965985563,14.697471594,15.802356522,13.592586665,26.761722458,0.936756002,907.920276887,2917,907.920276887,2895,907.920276887,2882,907.920276887,2844,907.920276887,2938
aligned_CoRoT-2j018_out.FIT,150,0,59790.790390625,2459790.790390625,2459790.790370370,2459790.793906263,2459790.794654583,1.625656673,37.870205217,20.579050601,3.500000000,0,0,11.356936329,17,29,44,0.101280695,0.189106642,0.191691391,0.571420985,0.167409823,0.209299244,0.001411462,0.001846412,0.001883040,0.003771252,0.001784974,0.001955061,71.755885502,102.418424077,101.798878226,151.520236696,93.788386023,107.055096739,251746.615116315,853.351413332,1634.163325996,913.486602195,1634.663325996,1619.013397805,19.451813911,1.383731160,25497.072057390,907.920276887,344.659445075,73.977581122,328.656829834,28.082941538,78.235592116,2910,12.633424945,14.897587924,13.570020562,16.225155286,288.940502958,0.949811959,1565.476952058,979.834504974,1565.976952058,1552.665495026,19.452659878,1.391141771,40035.902016302,362.583300949,110.418493934,455.600158691,44.096274789,76.628200707,12.036062832,15.294393151,14.430046385,16.158739917,84.841927431,0.986885323,1168.818542986,1227.032750340,1169.318542986,1305.467249660,19.457214323,1.413622303,40495.097371886,369.456644620,109.607170318,489.047271729,44.602040953,80.129570157,8.685592134,14.017828743,13.627613227,14.408044260,60.626543161,0.988502525,1076.457512481,795.365752992,1076.957512481,1737.134247008,19.457088398,1.345798104,91543.450240133,434.662232293,210.608245757,851.442138672,100.827630543,81.320895707,11.125112851,15.088995324,14.383489746,15.794500901,82.309894062,0.990634718,1291.746034694,454.635381358,1292.246034694,2077.864618642,19.454115014,1.302764965,36101.166450784,362.545833634,99.576834435,509.954162598,39.762485066,80.817588461,11.712809032,16.070415972,16.477798379,15.663033566,24.303042738,0.994128564,1184.457790005,683.492390039,1184.957790005,1849.007609961,19.455740173,1.333027564,43570.999037211,373.996035524,116.501232363,475.050903320,47.989895310,81.048993912,11.948616179,15.298160894,14.275530369,16.320791420,283.267226349,0.977867796,907.920276887,2903,907.920276887,2853,907.920276887,2858,907.920276887,3047,907.920276887,2954
